Trip_ID,Driver_ID,Vehicle_ID,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Telemetry_Minutes,Trip_Accel_Mag_Mean,Trip_Accel_Mag_Std,Trip_Gyro_Mag_Mean,Trip_Gyro_Mag_Std,Trip_Extreme_Braking_Count,Trip_Harsh_Acceleration_Count,Trip_Extreme_Rot_Count,Trip_High_Speed_Minutes,Is_Anomalous
T00194,D13,V13,26,17.99,17.7,34.6,26,1.0374183636469843,0.17636401083762498,5.074806288006273,6.141451846654867,1,1,3,0,False
T00195,D13,V13,37,9.88,27.8,47.6,37,1.065607259113412,0.1755344430444777,4.559505124833738,6.764440688085895,2,2,3,7,True
T00196,D14,V14,33,5.98,22.6,63.1,33,1.0580995703775968,0.12915154283130104,5.9864859021029275,9.414743683362842,6,4,4,5,True
T00197,D14,V14,10,4.83,26.7,58.6,10,1.088432374546488,0.2228052613559251,3.814991969248814,1.7417699409786371,4,3,0,3,True
T00198,D14,V14,34,8.37,19.5,51.1,34,1.0585741159081743,0.17573573465909917,5.4741043921135555,9.933429261603504,3,5,3,4,True
T00199,D14,V14,10,2.67,25.3,43.6,10,1.043162294339479,0.09486614938014534,6.603185030318443,13.535213229670328,1,0,1,1,False
T00200,D14,V14,30,16.72,23.4,57.9,30,1.0253160809781035,0.061407351753257365,5.656512696147109,9.342649745138571,3,4,2,3,False
T00201,D14,V14,32,9.17,29.4,60.5,32,1.0733920169157456,0.1084941646549621,6.726676007052224,12.179375158341934,5,5,3,8,True
T00202,D14,V14,45,23.69,28.3,52.0,45,1.034625297951148,0.08664952627701934,3.283700075848648,1.6830371730231497,4,2,2,7,False
T00203,D14,V14,10,4.03,23.7,47.8,10,1.0344136960679733,0.054635208296017396,5.912916062135183,11.065635676982831,1,0,1,1,False
T00204,D14,V14,32,15.46,31.6,65.5,32,1.044217722133096,0.07562666389774787,5.759290414058026,9.90973741660722,7,5,2,12,False
T00205,D14,V14,20,13.49,21.0,44.1,20,1.03354601583403,0.07323561941542725,6.576130205387486,11.736863273320576,1,2,2,1,False
T00206,D14,V14,43,18.53,22.0,60.3,43,1.027490374901256,0.06256325710580955,5.132396519746116,7.774744914597048,5,5,3,6,False
T00207,D14,V14,45,13.04,30.9,61.2,45,1.0099554602125538,0.042888220836842704,4.840613814452241,8.907618043855948,4,7,2,10,False
T00208,D14,V14,44,14.23,19.0,44.8,44,1.0155516383780074,0.0516453178185219,3.431993829261272,1.270603296187527,3,3,0,3,False
T00209,D14,V14,23,6.0,33.0,62.6,23,1.0343148224312892,0.06201741187888024,5.995166950488779,11.475612648376327,3,2,2,7,False
T00210,D14,V14,15,8.02,25.0,55.3,15,1.0151052657086137,0.047964639475100455,3.092824562034053,1.1215596101342549,3,3,0,4,False
T00211,D15,V15,15,5.9,24.7,48.7,15,1.0015621266265347,0.049855217243819104,5.937374330578957,10.497255732805092,4,1,1,3,False
T00212,D15,V15,25,13.7,17.4,30.9,25,1.0138931748962807,0.04907636373911695,5.616803580984042,8.590240921912786,0,0,2,0,False
T00213,D15,V15,32,27.34,29.7,52.5,32,1.0338115471909874,0.10405750839063013,5.318775467602673,8.93611787112765,3,3,2,4,False
T00214,D15,V15,42,29.08,21.1,42.9,42,1.0083358718369373,0.04844366147151017,5.3654653962152805,8.300105649407957,1,0,4,1,False
T00215,D15,V15,22,15.83,24.8,42.4,22,1.0294746289015249,0.14991565022935316,4.097826296022339,4.3711812299576325,0,0,1,1,False
T00216,D15,V15,45,15.39,26.1,46.9,45,1.0312756086676844,0.1506685746868516,5.430148161521714,6.765656577149079,3,1,4,5,False
T00217,D15,V15,42,18.22,19.2,36.0,42,1.0377732886357756,0.10516830396938458,6.039404649057152,9.402395831639064,1,2,4,0,False
T00218,D15,V15,27,10.93,18.6,29.6,27,1.0462381212459773,0.12138597507942821,6.347778144523704,11.296550938830665,0,0,2,0,False
T00219,D15,V15,42,15.24,16.9,38.8,42,1.0116002036047016,0.09932174605437738,6.413692619856725,10.335662123852266,2,2,5,0,False
T00220,D15,V15,41,9.42,19.6,45.0,41,1.0125712363281543,0.09770083748307869,4.047069188466392,4.7037072356132175,0,1,1,1,False
T00221,D15,V15,13,11.28,18.1,30.0,13,0.9853596894915958,0.04292403194922629,5.634566564008042,8.695538009351472,0,1,1,0,False
T00222,D15,V15,36,16.74,28.8,45.2,36,1.00805771442272,0.07163004121223236,3.920051430445587,4.325914219398564,2,4,1,3,False
T00223,D15,V15,39,17.99,24.9,46.7,39,1.016462256626076,0.0679184405101168,4.159547636052173,7.050142729188086,0,1,1,2,False
T00224,D15,V15,13,7.79,18.2,26.3,13,1.0260459748491477,0.08030491238928467,6.064502580981147,9.377705430916762,0,0,1,0,False
T00225,D15,V15,45,20.93,30.1,46.2,45,1.0076885390649244,0.07174233735990349,6.359770785146395,10.850839515298857,3,4,4,6,False
T00226,D16,V16,33,13.75,29.0,36.4,33,1.0028812011655523,0.0483059195092794,6.1426922741648955,9.554460417166084,0,0,3,0,False
T00227,D16,V16,44,17.6,20.0,35.0,44,0.9959715182800715,0.043628806915957254,3.56348725637898,4.381517676000435,0,0,1,0,False
T00228,D16,V16,26,15.45,27.7,33.1,26,1.0176360914815208,0.052627908250114964,3.7899474046809427,1.5996120206294628,1,1,0,0,False
T00229,D16,V16,21,6.41,22.1,34.0,21,0.9905117458294076,0.05581716082602104,2.971444942912077,1.1484405508359399,0,0,0,0,False
T00230,D16,V16,35,20.13,28.7,39.9,35,1.0154359934626611,0.11454873241363933,7.516363043552523,11.467250851258125,2,2,5,0,False
T00231,D16,V16,27,10.89,20.4,27.7,27,1.0096587737837965,0.04198275015628224,3.3039376828798104,1.2983300852435757,0,0,0,0,False
T00232,D16,V16,24,16.32,23.7,33.6,24,1.025334762570557,0.1513527397297467,4.283047520923794,3.6427801996265883,0,0,1,0,False
T00233,D16,V16,17,6.13,27.4,38.5,17,1.0432776925094884,0.18246012531943068,3.5055250613993074,1.6467277922125496,0,0,1,0,False
T00234,D16,V16,43,30.63,24.6,37.5,43,1.0095602949020275,0.0620192886979636,3.9929813571655894,6.211349816679882,1,2,2,0,False
T00235,D16,V16,39,15.57,30.7,39.6,39,1.0181144978975618,0.05957478662660949,4.027029159115182,5.643945078609761,0,1,1,0,False
T00236,D16,V16,37,19.49,28.5,37.9,37,1.0128713114347425,0.06194086325798614,2.958206838378404,1.2121050920555998,3,4,0,0,False
T00237,D16,V16,20,7.56,28.3,39.4,20,1.0047635253708704,0.04147108167208207,4.6831508019266845,6.208900535471845,1,1,1,0,False
T00238,D16,V16,25,14.04,29.7,36.1,25,1.013939667139089,0.07352459482117638,3.336354347335087,1.2036453610708426,1,1,0,0,False
T00239,D16,V16,27,10.67,17.2,28.8,27,1.0085430073307842,0.04082187565547468,3.673042547602597,1.5379979240574124,0,0,0,0,False
T00240,D16,V16,41,27.28,19.5,28.0,41,1.022686064214575,0.07307543645326153,4.378070379569154,6.846750488029171,0,0,2,0,False
T00241,D17,V17,30,13.13,19.4,32.9,30,1.0310399695591468,0.13905833992078437,6.752141179074832,10.714404878215086,0,0,4,0,False
T00242,D17,V17,30,18.11,25.6,45.0,30,1.005663378823757,0.05396744062588423,3.895714794039489,4.45839575023254,0,2,1,3,False
T00243,D17,V17,37,24.36,27.4,52.0,37,1.0312226470639831,0.13946022240001524,4.718318224529682,6.9894871570862085,1,1,2,2,False
T00244,D17,V17,33,20.93,27.4,48.0,33,1.0252315511436287,0.052308817315942446,4.100437168586489,6.407728477865751,2,1,2,6,False
T00245,D17,V17,39,14.98,27.0,44.7,39,1.024159219989686,0.07959978714177338,7.417249536869392,12.61321953036473,2,2,5,1,False
T00246,D17,V17,44,28.62,28.0,45.2,44,1.0136348271290474,0.039376311544613296,4.401082105956718,6.191890339625252,2,5,2,3,False
T00247,D17,V17,27,9.65,31.6,49.6,27,1.0173116452955588,0.06812162238434744,4.71746262777945,8.35925500820823,2,1,1,7,False
T00248,D17,V17,31,17.34,24.8,38.0,31,1.020953627883716,0.0652238149358148,4.20087461236973,4.888469860210424,0,0,1,0,False
T00249,D17,V17,13,6.67,28.2,44.5,13,1.0591885798669762,0.06714857880843755,6.0546627755648625,10.710438299327667,0,0,1,2,True
T00250,D17,V17,33,14.64,25.1,48.3,33,1.0162488824039384,0.06334969845543592,3.229344784928771,1.1125711294924097,1,1,0,2,False
T00251,D17,V17,13,3.82,21.6,38.0,13,1.0278306079881696,0.05053887668147526,7.055503067360452,13.100716882624127,0,0,1,0,False
T00252,D17,V17,44,18.93,25.3,42.7,44,1.0139189496332806,0.05009177560493707,3.82090332803771,6.309247737089702,1,0,1,2,False
T00253,D17,V17,31,19.45,20.1,39.4,31,1.0108148567069288,0.043788921459307587,3.3777795147612513,1.4168776945504349,2,1,0,0,False
T00254,D17,V17,12,5.77,18.1,35.2,12,1.0195433293202047,0.07361373121915823,3.0821050607157177,1.5322841160866736,0,0,0,0,False
T00255,D17,V17,21,9.18,29.3,42.8,21,1.016908049001621,0.029571453625119575,4.064001655226174,6.662017342639905,1,2,1,4,False
T00256,D18,V18,25,17.39,21.1,27.7,25,1.0136532304815675,0.029767297742270934,4.887136760338907,7.925091632339873,0,0,2,0,False
T00257,D18,V18,18,10.19,21.6,30.3,18,1.007390417212167,0.02897448326060384,3.507075687219487,1.5835972124927424,0,0,0,0,False
T00258,D18,V18,19,9.49,24.4,32.6,19,1.0346844959203658,0.15444000707544545,3.652954190182611,1.207694957901181,0,0,0,0,False
T00259,D18,V18,39,24.03,20.1,32.2,39,1.0095429117421508,0.034860724656545945,3.088059940110108,1.1966130540778217,1,2,0,0,False
T00260,D18,V18,35,18.03,27.5,35.0,35,1.0316158919320193,0.09959459041617627,5.228974183160649,7.719700189839702,0,1,3,0,False
T00261,D18,V18,28,16.32,31.1,39.1,28,1.003282456805389,0.03510762936140126,5.138860963016755,9.093418507416983,1,1,1,0,False
T00262,D18,V18,38,21.74,18.8,25.6,38,1.0080081627390345,0.035440725678954475,4.705720044182699,6.6700321262234,0,0,2,0,False
T00263,D18,V18,25,12.79,30.4,38.1,25,1.0128675903732471,0.04761132099585804,3.08569197481714,1.3693585163883526,1,1,0,0,False
T00264,D18,V18,16,9.06,28.5,35.0,16,0.9807433199238819,0.03623593685364227,3.148887402845695,1.9179629816934267,0,0,0,0,False
T00265,D18,V18,21,7.15,23.9,29.1,21,1.0117981744399032,0.06582763029369255,2.9686332100564408,1.5535065842658962,0,0,0,0,False
T00266,D18,V18,11,8.56,32.0,39.3,11,1.0137315393724566,0.036373103932777026,3.649865272887128,1.7028305372965984,0,0,1,0,False
T00267,D18,V18,25,10.82,24.4,35.0,25,1.0145324918914307,0.03984165137040167,6.65301302040756,13.32756564380318,1,1,2,0,False
T00268,D18,V18,16,4.81,22.2,27.0,16,1.0104513033481768,0.042380512024226415,3.137998025401977,1.4236173240767733,0,0,0,0,False
T00269,D18,V18,40,10.24,31.9,40.1,40,1.0175589907648395,0.046428884838261034,4.170205563981527,4.417182424164319,0,0,1,1,False
T00270,D18,V18,44,13.13,21.0,31.8,44,1.004277628526326,0.04780059672384527,2.98156641889141,1.2022606066259565,0,0,0,0,False
T00271,D19,V19,33,15.68,22.9,54.4,33,1.0038350169523838,0.05003359447250082,4.357158712228044,7.874373075368889,3,4,1,5,False
T00272,D19,V19,15,8.79,19.9,33.4,15,1.0435214987388692,0.06923728611849413,3.080238617068326,1.325097056521174,0,0,0,0,False
T00273,D19,V19,45,2.29,28.1,53.2,45,1.052265277436053,0.09952858949809987,6.135203033781199,10.346959882939146,6,6,5,14,True
T00274,D19,V19,38,13.42,17.0,46.6,38,1.015881337985221,0.05510385062024146,3.2578084641207488,1.3663998111225446,4,7,0,4,False
T00275,D19,V19,15,7.19,18.5,44.3,15,1.112755208495051,0.2282845482392284,6.382860686105132,12.055815259292336,2,0,2,1,True
T00276,D19,V19,41,18.11,32.4,59.1,41,1.0604209031597422,0.13267364412506244,5.787090420477927,9.418954643528279,4,2,4,16,True
T00277,D19,V19,13,7.32,26.5,54.9,13,1.0959519692169588,0.19236979475373014,7.7434270150529,12.62841470260993,2,2,1,2,True
T00278,D19,V19,11,5.63,29.8,57.8,11,1.1723251249674378,0.2524749126291358,9.909772824105081,13.036859776498758,2,1,3,3,True
T00279,D19,V19,17,10.28,18.9,46.8,17,1.012305263121885,0.06194297899451035,4.819550332896587,8.164708690484227,4,0,1,1,False
T00280,D19,V19,10,4.99,25.9,50.5,10,1.0178359636867875,0.06201479237325867,5.9073428704872954,9.543106890461878,2,1,1,1,False
T00281,D19,V19,13,4.37,16.0,36.6,13,1.0054130956709026,0.05035754800662924,7.8657488492935475,12.336697071197394,0,0,2,0,False
T00282,D19,V19,10,4.61,33.4,58.6,10,1.0982467967967224,0.2208065350425292,7.634956561082544,11.780985542172164,1,0,2,3,True
T00283,D19,V19,44,20.12,23.1,48.7,44,1.0381672855741817,0.12003335148892674,4.723358319143111,7.0314621727205315,7,3,2,6,False
T00284,D19,V19,15,7.82,21.7,63.3,15,1.0564090672689235,0.15495972722891735,9.466176416963227,14.701918389506517,3,2,3,2,True
T00285,D19,V19,18,5.69,34.5,58.8,18,1.0048983263042253,0.05857843823225055,4.159445097305995,6.5420809636085,1,2,1,6,False
T00286,D20,V20,13,6.86,22.7,40.1,13,1.0083238348057721,0.03647439068895027,5.931076691061221,10.537959087278054,1,1,1,1,False
T00287,D20,V20,14,8.26,31.2,44.6,14,1.0104026929328942,0.05688015308549226,4.754850843591693,6.237530998059157,1,1,1,2,False
T00288,D20,V20,39,12.0,24.0,39.7,39,1.0133210616031199,0.055318840977488036,4.0501035703270825,6.2432234456656,1,0,1,0,False
T00289,D20,V20,12,4.03,18.4,28.5,12,1.0050290607659507,0.036271757346373,6.211082188883032,11.19113690103703,0,0,1,0,False
T00290,D20,V20,27,10.25,31.0,48.4,27,1.0288430263078001,0.08034414795615007,6.5191901144528925,12.917382038278337,0,0,2,5,False
T00291,D20,V20,10,4.51,20.9,30.4,10,1.0202243397927324,0.04014275214065385,6.180027631932123,9.280190279931132,0,0,1,0,False
T00292,D20,V20,28,22.32,23.9,42.1,28,1.034830774167827,0.07782899759183357,4.720458772641577,5.065316820635515,4,4,1,1,False
T00293,D20,V20,30,15.03,22.9,37.5,30,1.0248500986055653,0.07692680391234645,4.485213113441705,5.611938320901,2,1,1,0,False
T00294,D20,V20,44,21.19,24.3,39.4,44,1.0150497034646218,0.06313134662378114,5.198915987628585,8.289222748590857,0,1,3,0,False
T00295,D20,V20,11,6.97,23.6,47.9,11,1.0335850250993854,0.07831855131022905,6.745487893097735,13.760930651394151,1,0,1,1,False
T00296,D20,V20,30,18.68,26.0,41.5,30,1.0117271797097893,0.0481665268998657,3.095204675248542,1.3250171182965387,0,0,0,1,False
T00297,D20,V20,23,14.04,28.6,49.9,23,1.0201480315581277,0.07056455950719479,6.614355204282251,12.235793841182884,0,0,2,4,False
T00298,D20,V20,24,8.45,22.3,33.6,24,1.0285004310512915,0.08419483611537376,5.459586765398778,7.764882754583865,1,1,2,0,False
T00299,D20,V20,32,12.68,24.2,44.1,32,1.0413032561386573,0.10830034702845005,5.010389538199353,9.513896785867063,1,1,2,1,False
T00300,D20,V20,43,24.19,23.5,37.3,43,1.016066200535116,0.05963828939366985,4.395373374020356,6.288609307286458,0,1,2,0,False
T00301,D21,V21,41,18.17,27.5,48.1,41,1.015353161804329,0.05251052974690678,5.574400765222503,9.340087393135244,1,3,3,5,False
T00302,D21,V23,32,15.77,21.1,44.3,32,1.0322773934447023,0.11359424898214782,4.388052086550346,5.195591382847444,3,1,1,1,False
T00303,D21,V21,31,13.29,31.1,50.6,31,0.9953158900887804,0.04620629359735173,4.290789752890718,4.378316732075347,1,4,1,10,False
T00304,D21,V21,45,16.69,24.8,46.5,45,1.0181816833380386,0.061651271308007516,6.096548050517556,10.20500276607672,2,1,4,2,False
T00305,D21,V21,13,5.13,20.9,31.0,13,1.012704922885862,0.03038312184369055,2.6168813127560075,1.3266159496481116,0,0,0,0,False
T00306,D21,V21,33,11.58,30.8,46.8,33,1.0218605511134133,0.05646305888042781,6.705344652631366,11.686565807519013,0,2,3,3,False
T00307,D21,V29,38,9.46,18.0,31.6,38,1.0365467485335949,0.12755219895637285,4.481108437790074,5.90835014336245,0,0,2,0,False
T00308,D21,V21,39,19.68,27.8,45.0,39,1.0088177374987632,0.04708394737263124,4.320566999730758,6.109280324643002,0,2,1,1,False
T00309,D21,V21,33,13.11,20.2,35.8,33,1.019433245379468,0.05242653225521513,4.187025423958719,6.590879582022487,0,3,1,0,False
T00310,D21,V21,26,8.85,25.4,38.4,26,1.013044953521651,0.04597476514446406,4.920856545668071,6.5853745293061285,0,0,1,0,False
T00311,D21,V21,37,11.33,26.1,59.5,37,1.013545037865225,0.048695448137387944,4.579615582517747,8.847929891765242,2,1,1,1,False
T00312,D21,V21,34,21.52,19.3,37.7,34,1.032904200287677,0.10078871433854017,7.079041146254624,9.377009440062267,0,0,5,0,False
T00313,D21,V21,24,14.88,24.2,39.9,24,1.0058573245133904,0.032818357367109634,4.318256719083662,7.38730348460505,1,1,1,0,False
T00314,D21,V21,30,16.1,25.8,43.3,30,0.9954125522067355,0.034960335790123,2.8591468135209963,1.073635219660723,1,3,0,2,False
T00315,D21,V21,16,6.23,29.4,44.5,16,1.0274884345724953,0.04867255839875779,2.8339339068843112,1.0042442525794475,2,1,0,3,False
T00316,D22,V22,10,4.6,26.1,37.5,10,0.9957875214679761,0.03105393316768886,3.078873084258597,1.2070950119227708,1,1,0,0,False
T00317,D22,V22,28,12.59,20.0,27.6,28,1.0082702127289487,0.047186386713312316,5.094673357673922,7.4928350827851,0,0,1,0,False
T00318,D22,V22,43,14.81,17.6,31.3,43,1.0060379825211268,0.039230952966376714,3.2223166103795844,1.322786142293971,0,1,1,0,False
T00319,D22,V22,38,17.88,20.3,30.6,38,1.0094354717654974,0.059298392708623866,3.957717102434071,5.669029810722497,0,0,1,0,False
T00320,D22,V22,45,15.92,25.0,33.5,45,1.0032761929328708,0.0505631089098312,3.3677857119599612,1.5535434052244828,0,0,0,0,False
T00321,D22,V22,41,26.67,28.9,42.8,41,1.0227107138832618,0.08865151211963866,4.436277578221174,6.857921134002371,2,3,1,1,False
T00322,D22,V22,43,10.42,18.8,27.3,43,1.0054799365715716,0.05370159559951223,3.6574882543132627,4.982867375391455,0,0,1,0,False
T00323,D22,V22,15,8.79,28.1,35.6,15,1.0066295118116528,0.03034020110996078,3.7229407195775943,1.4015752866396436,0,1,0,0,False
T00324,D22,V22,39,16.51,17.0,24.2,39,1.0422111090720554,0.15811339709417252,3.8178399298906855,3.608021153659102,0,0,2,0,False
T00325,D22,V22,44,20.74,24.0,33.8,44,1.0072533566909485,0.040890869832108954,3.7374678428420514,5.491718292212141,1,1,1,0,False
T00326,D22,V22,16,5.74,28.0,39.4,16,1.0067294253416388,0.027748665338109817,3.6600650737161926,1.425222286723632,1,0,0,0,False
T00327,D22,V22,36,20.38,23.0,32.4,36,0.9982582180808739,0.03564390600046238,4.311716376350848,6.001643984387433,1,0,1,0,False
T00328,D22,V22,13,6.7,24.3,32.2,13,1.014072038121274,0.05276024348199513,7.21645847638239,13.327036278940744,0,0,1,0,False
T00329,D22,V22,35,18.3,25.8,36.7,35,1.0096400791946634,0.037260161240527535,3.2073810404232437,1.4555435628463063,3,0,0,0,False
T00330,D22,V22,12,4.14,15.0,26.4,12,1.0104699954895429,0.038847789903626036,3.652486248974993,1.5075063820936219,0,0,0,0,False
T00331,D23,V23,45,22.43,25.8,69.8,45,1.0477489757131822,0.07991156690921555,5.250735104538546,8.490367187140132,8,7,3,10,True
T00332,D23,V23,10,6.07,31.5,52.8,10,1.026414558789622,0.08927705630791208,3.3067423600235086,1.425784370648177,2,1,0,4,False
T00333,D23,V23,28,12.93,34.7,55.8,28,1.039589698960194,0.10008555948007833,3.445675928586515,3.2708928844654706,1,2,1,11,False
T00334,D23,V23,14,9.14,29.9,70.2,14,1.0512432842009554,0.07256233602032927,5.368861564984555,9.883251788698052,1,2,1,4,True
T00335,D23,V23,40,7.55,21.2,69.8,40,1.0380931901611106,0.11838476401072488,5.204405981060225,9.176581587112258,7,7,4,5,False
T00336,D23,V23,36,11.27,22.6,54.5,36,1.0406376090349287,0.12920440061439772,3.2529136037145605,1.4077561794133349,3,6,0,5,False
T00337,D23,V23,36,15.19,26.6,59.8,36,1.0315726681398512,0.0933066974300848,6.678856020532332,10.682030386524257,4,4,4,4,False
T00338,D23,V23,44,27.07,24.7,62.8,44,1.0332029220141352,0.08971178209727033,4.052532578612321,5.505361671511953,4,5,1,5,False
T00339,D23,V23,44,19.97,20.4,58.4,44,1.042100879495609,0.09468728285685829,4.702600949931309,8.325293136051528,5,5,2,5,False
T00340,D23,V23,40,12.15,20.3,59.8,40,1.0314404517513553,0.1206865806954487,7.313164960595083,12.472372474295476,6,5,5,4,False
T00341,D23,V23,27,12.13,21.0,44.7,27,1.0434641133554794,0.1194019378402382,7.189357258593757,10.080454315967957,1,0,4,2,False
T00342,D23,V23,23,12.35,29.3,50.2,23,1.0414482959989717,0.16190068160607732,5.408240569237911,9.963242400171675,2,2,2,6,False
T00343,D23,V23,25,11.03,20.8,56.8,25,1.0243046318802833,0.07696766845969828,6.678979142490716,11.412621741509028,5,3,2,4,False
T00344,D23,V23,10,6.11,18.0,39.6,10,1.0081837612395392,0.040439303940811334,5.358951089515382,8.626027360403185,0,1,1,0,False
T00345,D23,V23,35,12.4,24.0,60.7,35,1.0262422977063477,0.09296680684426864,8.388631760150108,14.182224584628953,1,3,4,4,False
T00346,D24,V24,22,15.36,19.5,62.5,22,1.0191867168337119,0.08843038614095879,4.777801978870823,8.82717983739335,2,2,1,1,False
T00347,D24,V24,38,15.03,26.5,67.0,38,1.0141955633410022,0.07290694798355184,5.7858590841280195,10.435269997448888,5,5,3,6,False
T00348,D24,V24,22,14.27,22.8,47.1,22,1.0164869352701913,0.07648897503820673,5.168498974646439,9.18818548768894,3,2,1,3,False
T00349,D24,V24,29,16.9,28.9,56.2,29,1.0342565720881967,0.12423335612565413,4.696566877812874,8.501736014537393,3,4,1,7,False
T00350,D24,V24,42,21.2,27.6,68.5,42,1.0398872622316986,0.1147916710698153,5.745693646097789,9.78206857526422,4,4,4,8,False
T00351,D24,V24,45,32.19,24.7,54.2,45,1.0511915855570355,0.11544265306299879,4.334388796304191,5.845829164516418,5,8,2,11,True
T00352,D24,V24,23,9.59,29.1,56.1,23,1.058903774393866,0.09496657814289612,4.726974204770226,8.937843297795993,4,4,1,4,True
T00353,D24,V24,12,7.4,28.4,41.2,12,1.0175755067210241,0.03769139937754216,6.2265794829491545,8.55648874092957,0,0,1,1,False
T00354,D24,V23,44,13.82,25.0,45.2,44,1.0667853736593078,0.1507131518503852,7.562576505248867,12.716017193580175,2,1,5,2,True
T00355,D24,V24,42,7.91,22.1,49.4,42,1.0170219546636934,0.07519088501220869,4.5989784547127,7.311832177167782,10,4,1,5,False
T00356,D24,V24,40,20.1,28.7,57.7,40,1.0548385678212227,0.14852970293244966,5.508924057695438,9.375924336055094,4,6,3,10,True
T00357,D24,V24,30,10.5,35.7,69.3,30,1.015890755980871,0.05737239435250192,4.857271384133712,7.706817942186604,4,6,1,14,False
T00358,D24,V24,26,12.02,25.5,50.8,26,1.0320145815682493,0.06303982525143474,5.383824343402441,7.832282736020372,2,2,2,3,False
T00359,D24,V24,29,13.09,29.6,57.4,29,1.0206015351252031,0.09244026806968854,4.764015229922811,7.560705059202108,4,4,2,8,False
T00360,D24,V24,16,4.84,25.5,46.1,16,1.0202873442465314,0.048622877143551894,8.105068986556432,13.181526739015167,2,1,2,2,False
T00361,D25,V25,25,11.0,24.9,37.2,25,1.0042572506976697,0.04565055701054185,5.579581036579083,9.26686882214937,2,0,2,0,False
T00362,D25,V25,11,5.74,30.3,46.1,11,1.0374189819551005,0.05480731216879233,3.685287555286577,1.5478828115638703,0,1,0,2,False
T00363,D25,V25,23,13.81,17.3,39.1,23,1.0129383059361547,0.05531469163935102,3.1263254710124717,1.2701941178394909,1,0,0,0,False
T00364,D25,V25,26,18.51,19.6,39.9,26,1.0609639825211548,0.11396650781946847,5.436793651001685,8.390100225163279,1,0,2,0,True
T00365,D25,V25,42,24.82,29.8,51.1,42,1.0393352472624646,0.10738854000613166,4.913694186320077,6.855592690429025,4,4,2,9,False
T00366,D25,V25,32,9.26,30.7,49.0,32,1.031817874100521,0.10995526802703344,5.828458766327685,8.941082580579442,2,3,3,7,False
T00367,D25,V25,36,17.45,26.6,45.1,36,1.025525479571059,0.05497731142929549,4.797059530735774,6.821560807801717,0,3,2,3,False
T00368,D25,V25,43,23.73,23.0,42.7,43,1.0217458873943146,0.054683654842364024,6.787799202481495,11.787813547243285,1,0,4,2,False
T00369,D25,V25,32,18.87,16.1,33.1,32,1.0292116743045023,0.07927952654604864,2.8067415215513742,1.3986775435802163,0,0,0,0,False
T00370,D25,V25,13,7.51,20.2,33.4,13,1.0856065205549519,0.18814672308055705,6.2505723808045035,8.685668194695843,0,0,1,0,True
T00371,D25,V25,18,9.05,27.4,44.1,18,1.0664765118260775,0.2379602407495693,10.036501801340153,15.56314683257804,0,0,4,2,True
T00372,D25,V25,45,13.56,27.2,46.1,45,1.0206846038533097,0.05969358796777939,4.606022760064135,5.796214370015576,0,3,2,3,False
T00373,D25,V25,21,10.0,16.0,38.2,21,1.0157541102063714,0.1199463087335577,5.648196009875689,12.11439416255413,1,0,1,0,False
T00374,D25,V25,41,12.55,24.4,43.0,41,1.015018820480361,0.08187208878746785,4.77721982965663,7.189301424103311,3,2,2,2,False
T00375,D25,V25,31,10.74,14.4,31.8,31,1.0402629749103458,0.13615680102379454,4.429075176893931,5.1524721749210896,1,0,3,0,False
T00376,D26,V26,19,11.35,31.1,42.3,19,1.0038991070196814,0.05289931504315796,2.921826480788177,1.3500611160473557,2,2,0,2,False
T00377,D26,V26,38,15.33,18.4,25.6,38,1.0212755123874848,0.048975850726395334,5.4890164826887435,9.870341085052663,0,0,3,0,False
T00378,D26,V21,29,20.4,31.1,41.0,29,0.9944122315892389,0.0281006458400515,4.27725818456089,7.8571414518794835,3,3,1,3,False
T00379,D26,V26,17,9.24,30.0,39.5,17,1.0237563677042252,0.08488937394701965,5.263820215122077,8.511488723443254,1,1,2,0,False
T00380,D26,V26,34,19.69,33.9,43.3,34,1.0037922059438196,0.0447606590450854,4.457176113203195,7.64482030480351,1,1,1,4,False
T00381,D26,V03,26,13.07,19.4,30.1,26,1.0052655318565549,0.04879199606087156,3.092408728296149,1.6232278298021228,1,0,0,0,False
T00382,D26,V26,26,10.95,24.9,39.1,26,1.0510221806782731,0.16161148087675864,4.44644263815801,2.9018838329942245,5,6,2,0,True
T00383,D26,V26,45,16.44,18.1,28.7,45,1.0378323099121909,0.1599805629248211,4.13575941790627,4.860638593646419,0,0,3,0,False
T00384,D26,V26,10,4.47,21.4,24.0,10,1.0254114120711988,0.046424801730568725,2.2639558053109416,1.093498011784447,0,0,0,0,False
T00385,D26,V26,30,18.3,20.8,34.1,30,1.0337226633244845,0.12442026388345716,3.2971624720932224,1.8826667529625252,0,0,1,0,False
T00386,D26,V26,42,21.24,18.9,31.1,42,1.0099921567909265,0.0613876954529787,3.1734741776318125,1.4273580322722106,0,1,0,0,False
T00387,D26,V26,18,7.1,28.1,38.5,18,1.0158899640250312,0.056945514659899235,4.815742460883161,8.783911904586256,1,1,1,0,False
T00388,D26,V26,32,18.94,23.6,35.4,32,1.0048189293348482,0.04788676698205951,3.50032227606884,1.0975780791830851,1,1,0,0,False
T00389,D26,V26,14,6.6,25.6,35.2,14,1.0104205379729587,0.04420294994864912,2.5748454908952403,1.2304655082913285,0,0,0,0,False
